"ID","Text0_0","Text0_1","Text1_0","Text1_1","Text2_0","Text2_1","Text3_0","Text3_1","Text4_0","Text4_1","Text5_0","Text5_1","Text6_0","Text6_1","Text7_0","Text7_1","Locale"
"9477","Это просто ужасно.$B$BНаши неудобства меня не волнуют, но ведь надо же что-то сделать, чтобы облегчить страдания мертвых в Костяных пустошах!","","","","","","","","","","","","","","","","ruRU"
"9481","Если вы ждете официальных приветствий, то вынужден вас разочаровать, |3-6($c). Традиций мы тут не соблюдаем, бесполезное это занятие.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9482","Одно объявление выделяется среди тех, что приклеены к доске. Это заказ на истребление костеклювов на Костяных пустошах.","","","","","","","","","","","","","","","","ruRU"
"9484","","Не переживай. Мне это много дало.$B$B*Таэла кажется одновременно и довольной, и раздосадованной…*$B$BЯ – высший эльф, а не эльф крови. Не волнуйся, я не собираюсь отнимать у тебя эту магию.","","","","","","","","","","","","","","","ruRU"
"9485","Костеклювы – я их всех ненавижу!!!$b$bЕсли бы не потеря глаза и эти ослабевающие заклинания, которые на меня иногда воздействуют, я бы только и делал, что их отстреливал!","","","","","","","","","","","","","","","","ruRU"
"9486","Я наблюдал за тем, как Алдоры работали над стенами. Знаешь, они ведь весь город отстроят заново.$B$BРаботают они куда быстрее, чем это делал штейгер Ослоу у себя в Приозерье. У него то инструменты падали в озеро, то гноллы крали материал.$B$BНадо бы попросить Алдоров, пусть они ему помогут. С ними мост в два счета будет починен.","","","","","","","","","","","","","","","","ruRU"
"9487",NULL,"Здесь целый огромный лес, |3-6($c). Пусть шаманы играют себе с духами, а воины – с мечами. Я же сделаю состояние в Тероккаре.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9488","Малуказ без умолку болтает об исторической важности этого леса. По мне, так у нас и в настоящем забот хватает, чтоб еще о былом печься.$B$BДа, да, его дело тоже важно, но кто-то должен думать о насущном – например, о защите и припасах.","","","","","","","","","","","","","","","","ruRU"
"9489","Пока я не прошел через Награнд и не вышел в лес, мне казалось, что большая часть нашей культуры утеряна. Я рад, что ошибался.$B$BЗдесь так много надо сделать!","","","","","","","","","","","","","","","","ruRU"
"9490",NULL,"Открытие Темного портала принесло мне известия о судьбе моего народа. Ссылка, можно сказать, уберегла меня от их печальной судьбы, но видеть, как Странники набрасываются на Кель'таса…$B$BЯ и не думала, что мои былые братья способны на такое.$B$BВозвращение на родину, о котором я мечтала, так никогда и не случится. Этот лес – мой единственный дом.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9492",NULL,"Когда я впервые прибыла сюда, надеялась встретить того, в чью честь назван город.$B$B*Роз'алета оглядывается по сторонам*$B$BБольшая часть юных Высших эльфов перерастают этап ""я хочу быть Странником"" к тому времени, как дорастут до первого обучения. Тогда настает этап ""я буду магистром"".$B$BШвеей не мечтает стать никто, но, как говорила моя матушка, не ходить же Странникам голыми.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9493","Видал, как Роз'алета мне подмигивает, когда я захожу прикупить одежду или шляпу? Когда тут станет поспокойнее, я приглашу ее погулять в лесу.$B$BА сейчас я скучаю по отличным тавернам Штормграда…",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9494","*Кайд шипит на тебя.*$B$BТише, или на нас свалятся орки и Альянс, $gпридурок неуклюжий:дура неуклюжая;!$B$BПравильно, кивай, а когда мы поговорим, ты уйдешь и забудешь, что $gвидел:видела; меня здесь.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9495","Может, мы и работаем вместе, но тем важнее осмотрительность. Еще раз: следи за своими словами и поступками.$B$BЯ могу гарантировать, что мы здесь далеко не единственные.","","","","","","","","","","","","","","","","ruRU"
"9497","Да, чего надо? Не видишь, я занят? Совет Теней мне не по часам платит!","Да, чего надо? Не видишь, я занята? Совет Теней мне не по часам платит!",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9498","А я что, по-твоему, делаю? Чиню тут все – и никто мне не помогает, кстати, – чтобы мы могли тут поселиться!$B$BОбосновавшись в лесу, нам легче будет отслеживать, что делают друиды Шаттрата, Аллерийской крепости, Форта Камнеломов и Кенария. Из Аукиндона следить за ними несподручно.$B$BПостой-ка, а я тебя знаю?","А я что, по-твоему, делаю? Чиню тут все – и никто мне не помогает, кстати, – чтобы мы могли тут поселиться!$B$BОбосновавшись в лесу, нам легче будет отслеживать, что делают друиды Шаттрата, Аллерийской крепости, Форта Камнеломов и Кенария. Из Аукиндона следить за ними несподручно.$B$BПостой-ка, а я тебя знаю?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9502","Да? Архиморд… Архимонд побери! Теперь придется начинать все сначала!","Да? Архиморд… Архимонд побери! Теперь придется начинать все сначала!",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9503","Тренировки! Скоро я буду достаточно хорош, чтобы присоединиться к другим заклинателям и в свою очередь войти в Темный лабиринт в Аукиндоне. $b$bНадеюсь, что у меня будет возможность вызвать что-нибудь большое! Может, такое же огромное, как Бормотун, только уж я-то не потерял бы контроль над ним!","Тренировки! Скоро я буду достаточно хороша, чтобы присоединиться к другим заклинателям и в свою очередь войти в Темный лабиринт в Аукиндоне. $b$bНадеюсь, что у меня будет возможность вызвать что-нибудь большое! Может, такое же огромное, как Бормотун, только уж я-то не потеряла бы контроль над ним!",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9505","И что же, по-твоему, я могу для тебя сделать? Ты не видишь, что я занят, что я обсуждаю торговые дела с нашим славным предводителем?$B$BБыстро выкладывай свое дело, или получишь палкой, собака!","И что же, по-твоему, я могу для тебя сделать? Ты не видишь, что я занята, что я обсуждаю торговые дела с нашим славным предводителем?$B$BБыстро выкладывай свое дело, или получишь палкой, собака!",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9506","Ну, я только что отчитывался перед нашим лидером о том, как идут в соответствии с планом наши дела. Еще только несколько недель, и мы все восстановим в лучшем виде.$B$BКак бы то ни было, мы можем захотеть, чтобы Совет Теней поселил в этой деревне только орков. Так мы сможем потребовать наследство и работать под прикрытием.$B$BПогоди-ка. Мы знакомы? Как тебя зовут?","Ну, я только что отчитывалась перед нашим лидером о том, как идут в соответствии с планом наши дела. Еще только несколько недель, и мы все восстановим в лучшем виде.$B$BКак бы то ни было, мы можем захотеть, чтобы Совет Теней поселил в этой деревне только орков. Так мы сможем потребовать наследство и работать под прикрытием.$B$BПогоди-ка. Мы знакомы? Как тебя зовут?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9507","","Здравствуй, $gюный:юная:r; |3-6($r).","","","","","","","","","","","","","","","ruRU"
"9508",NULL,"Здравствуй, $gдорогой:дорогая;. Я – Гейя, матриарх маг'харов.$B$B*Великая Мать Гейя кашляет.*$B$BЕсли ты $gпришел:пришла;, значит, можно предположить, что портал открылся. Большинство орков здесь были слишком молоды или слишком больны, чтобы помнить Темный портал.$B$B*Великая Матерь Гейя указывает на орков, окружающих ее.*$B$BМногие из них были сиротами или скоро ими станут. Да, Чернорук будет действовать так, а не иначе. Оградить здоровых от больных. Лишь сильный выживет… Или как там они говорят.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9509",NULL,"Они выросли здесь. Мы охраняли их. Мы делали все возможное, чтобы к ним вернулось здоровье. Многие погибли, но очень многие окрепли и выросли сильными. Как Гаррош… $b$b<Великая Мать Гейя вздыхает.> $b$bЗнаете, он впал в уныние. Он говорит мне, что я – залог его равновесия. Что без меня та жажда крови, что поглотила его отца и в конце концов стала проклятием нашего народа, пожрала бы его.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9510",NULL,"*Великая Мать Гейя слабо смеется.*$b$bКонечно же нет, детка! Но поверить в это нужно не мне…$b$bГаррош может повести за собой маг'харов: у него хватит для этого и силы, и мудрости, да и духи благоволят к нему. Нужно лишь, чтобы он поверил в себя. Его страх так глубок, что если он даст себе волю, то ярость поглотит и его самого, и все, что окажется рядом.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9511",NULL,"Хотела бы я знать, дорогуша. Он не станет слушать ни тебя, ни меня. Откровенно говоря, поэтому я до сих пор и здесь. Поэтому я не ушла вместе с Матерью Кашур. Он должен воспрянуть духом. Без предводителя нашим людям не пережить зиму.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9512",NULL,"*Великая Мать Гейя улыбается.*$B$BМне много лет. Мое время пришло. Когда я умру, мой дух отойдет в царство духов. Там я воссоединюсь с предками. Там мы будем присматривать за нашим народом.$B$BКогда был жив Гарад, Мать Кашур делала то же, что я делаю сейчас.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9513","","Долг матери клана – слушать. Слушать ветер, и воду, и огонь, и землю. Собирать для клана всякие вести, как другие собирают для обогрева шкуры. Я общаюсь с духами… В моих снах со мной говорит Мать Кашур, как когда-то с ней говорили духи… А когда меня не станет, я буду так же говорить с Дракией и Целестиной.$B$B*Великая Мать Гейя улыбается.*","","","","","","","","","","","","","","","ruRU"
"9515","Здесь в основном зажигательные устройства, $N. Поосторожнее с ними: они могут причинить значительные разрушения, если использовать их неправильно.","","","","","","","","","","","","","","","","ruRU"
"9517","Я во что бы то ни стало выясню, что нужно этим подозрительным типам!",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9519",NULL,"Благодарю тебя еще раз, $N. Без твоей помощи мы никогда бы не справились с Советом Теней в деревне Грангол'вар.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9520",NULL,"Надо узнать, что эти мрачные личности делают в деревне Грангол'вар!",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9521","Мы здесь на службе, $gпарень:девушка;, смотрим, чтобы никто не смог застать нас врасплох.$B$BЭто называется упреждающий тактикой!",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9522",NULL,"Должно быть, я где-то ошиблась, раз меня назначили сюда.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9523","А тебе известно, что они потеряли полный контроль над Бормотуном в Темном лабиринте?!","А тебе известно, что они потеряли полный контроль над Бормотуном в Темном лабиринте?!","Они никогда с нами за это не расплатятся. Но, безусловно, лучше эта разрушенная деревня, чем бесцельные скитания по Аукиндону.","Они никогда с нами за это не расплатятся. Но, безусловно, лучше эта разрушенная деревня, чем бесцельные скитания по Аукиндону.","Я присоединился к ним потому, что они пообещали оплатить мне путь в академию. Дядя говорит, что в следующий раз я туда иду!","Я присоединилась к ним потому, что они пообещали оплатить мне путь в академию. Дядя говорит, что в следующий раз я туда иду!","Эй, должно быть, вы новобранец! Приятно познакомиться!$B$BЕсть известия из Темного лабиринта в Аукиндоне по поводу того, возобновили ли мы контроль над Бормотуном?","Эй, должно быть, вы новобранец! Приятно познакомиться!$B$BЕсть известия из Темного лабиринта в Аукиндоне по поводу того, возобновили ли мы контроль над Бормотуном?","Если интересуетесь, чуть попозже мы собирались в Шаттрат, выпить.","Если интересуетесь, чуть попозже мы собирались в Шаттрат, выпить.","Не желаешь присоединиться к лиге игроков в кожаный мяч? Мы играем, как правило, с понедельника по среду. Со следующего цикла можешь к нам присоединиться. Мы тут собираемся жребий бросать.","Не желаешь присоединиться к лиге игроков в кожаный мяч? Мы играем, как правило, с понедельника по среду. Со следующего цикла можешь к нам присоединиться. Мы тут собираемся жребий бросать.","Я надеюсь, из этого места получится хорошая передовая база для операций Совета теней. Я понимаю, это странно, но мне не хватает Темного лабиринта.","Я надеюсь, из этого места получится хорошая передовая база для операций Совета теней. Я понимаю, это странно, но мне не хватает Темного лабиринта.","*Он нагибается ближе.*$B$BТолько между нами, я думаю о том, как бы сбежать в одну из этих ночей. Ты понимаешь, о чем я?","*Она нагибается ближе.*$B$BТолько между нами, я думаю о том, как бы сбежать в одну из этих ночей. Ты понимаешь, о чем я?","ruRU"
"9524","Кем ты себя $gвозомнил:возомнила;, что так просто входишь сюда и обращаешься ко мне? Я представляю в этой деревне Совет Теней. Прочь с глаз моих!$B$BЕсли попадешься мне еще раз, больше не увидишь уже никого. Ясно?$B$BЧто с тобой сделать – похоронить в лабиринте Аукиндона или отдать в жертву Бормотуну?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9527","Наших учителей алхимии можно найти в Чертоге Света. Да озарит Свет твой путь!","Наших учителей алхимии можно найти в Чертоге Света. Да озарит Свет твой путь!","","","","","","","","","","","","","","","ruRU"
"9528","Хотя накопление богатства больше не является движущей силой нашей жизни, мы понимаем, что вертеться мир заставляют деньги. Наш аукционный дом находится рядом с Троном Наару.","Хотя накопление богатства больше не является движущей силой нашей жизни, мы понимаем, что вертеться мир заставляют деньги. Наш аукционный дом находится рядом с Троном Наару.","","","","","","","","","","","","","","","ruRU"
"9529","Ты найдешь наш банк в центральном ядре Экзодара. Иди со Светом!","Ты найдешь наш банк в центральном ядре Экзодара. Иди со Светом!","","","","","","","","","","","","","","","ruRU"
"9530","Стефанос – наш укротитель гиппогрифов. Ты можешь его найти в центре Экзодара. Пусть Свет благословит тебя на твоем пути.","Стефанос – наш укротитель гиппогрифов. Ты можешь его найти в центре Экзодара. Пусть Свет благословит тебя на твоем пути.","","","","","","","","","","","","","","","ruRU"
"9531","Наших военачальников можно найти в Чертоге Света. Есть там некий ""Миглик Пятнюга"", он вертится около корчмаря Брила, претендующего на право представлять сеть боевых арен в этом мире.","Наших военачальников можно найти в Чертоге Света. Есть там некий ""Миглик Пятнюга"", он вертится около корчмаря Брила, претендующего на право представлять сеть боевых арен в этом мире.","Я отмечу это место на твоей карте.","Я отмечу это место на твоей карте.","","","","","","","","","","","","","ruRU"
"9532","Миалла – наш главный кузнец в Экзодаре. Найти ее можно на нижнем уровне Торгового ряда. Да пребудет с тобой Свет!","Миалла – наш главный кузнец в Экзодаре. Найти ее можно на нижнем уровне Торгового ряда. Да пребудет с тобой Свет!","","","","","","","","","","","","","","","ruRU"
"9533","Какого учителя ты ищешь?","Какого учителя ты ищешь?","","","","","","","","","","","","","","","ruRU"
"9534","Друид? А… Шаланниус! Ты ищешь Шаланниуса. Этого ночного эльфа можно найти за пределами Экзодара, возле причала Валаара.","Друид? А… Шаланниус! Ты ищешь Шаланниуса. Этого ночного эльфа можно найти за пределами Экзодара, возле причала Валаара.","","","","","","","","","","","","","","","ruRU"
"9535","Наши зачаровыватели работают в Хрустальном зале напротив ювелиров. Да пребудет с тобой Свет!","Наши зачаровыватели работают в Хрустальном зале напротив ювелиров. Да пребудет с тобой Свет!","","","","","","","","","","","","","","","ruRU"
"9536","Так ты хочешь помочь вернуть могущество Экзодара? Я слыхал, для полного его восстановления потребуются годы. У тебя два часа. Шучу. Наши инженеры находятся на нижних уровнях Торгового ряда. Иди со Светом.","Так ты хочешь помочь вернуть могущество Экзодара? Я слыхала, для полного его восстановления потребуются годы. У тебя два часа. Шучу. Наши инженеры находятся на нижних уровнях Торгового ряда. Иди со Светом.","","","","","","","","","","","","","","","ruRU"
"9537","Клянусь Светом! Какое счастье, когда рядом тот, кто заботится о других! Сейчас такое время, что мы рады любой помощи. Нус может обучить тебя первой помощи. Она сейчас у хрустальной пещеры в Хрустальном зале. Да пребудет с тобой Свет!","Клянусь Светом! Какое счастье, когда рядом тот, кто заботится о других! Сейчас такое время, что мы рады любой помощи. Нус может обучить тебя первой помощи. Она сейчас у хрустальной пещеры в Хрустальном зале. Да пребудет с тобой Свет!","","","","","","","","","","","","","","","ruRU"
"9538","Эретта, учителя рыбной ловли, можно найти в Хрустальном зале неподалеку от благословленных Светом вод.","Эретта, учителя рыбной ловли, можно найти в Хрустальном зале неподалеку от благословленных Светом вод.","","","","","","","","","","","","","","","ruRU"
"9539","Мастера гильдии Фунаама можно найти у входа в Торговый ряд.","Мастера гильдии Фунаама можно найти у входа в Торговый ряд.","","","","","","","","","","","","","","","ruRU"
"9543","Нашего травника, Семморхана, можно найти у задней стены Чертога Света.","Нашего травника, Семморхана, можно найти у задней стены Чертога Света.","","","","","","","","","","","","","","","ruRU"
"9544","Ищешь охотников? Ты найдешь их на втором уровне Торгового ряда в Святилище Охотников.","Ищешь охотников? Ты найдешь их на втором уровне Торгового ряда в Святилище Охотников.","","","","","","","","","","","","","","","ruRU"
"9545","Наш рекреационный центр расположен над Сводами Света, недалеко от главного входа в Экзодар.","Наш рекреационный центр расположен над Сводами Света, недалеко от главного входа в Экзодар.","","","","","","","","","","","","","","","ruRU"
"9546","Достаточно ли ты $gотточил:отточила; свои навыки, чтобы идти ко мне в обучение?","Достаточно ли ты $gотточил:отточила; свои навыки, чтобы идти ко мне в обучение?","","","","","","","","","","","","","","","ruRU"
"9547","Фарии тренирует интересующихся ювелирным делом. Ты можешь найти ее в Хрустальном Зале возле пещеры, вон там.","Фарии тренирует интересующихся ювелирным делом. Ты можешь найти ее в Хрустальном Зале возле пещеры, вон там.","","","","","","","","","","","","","","","ruRU"
"9549","Экзодарских кожевников можно найти в Торговом ряду. Свет да благословит вас!","Экзодарских кожевников можно найти в Торговом ряду. Свет да благословит вас!","","","","","","","","","","","","","","","ruRU"
"9550","Наших магов ты найдешь в Чертоге Света. Ступай с миром…","Наших магов ты найдешь в Чертоге Света. Ступай с миром…","","","","","","","","","","","","","","","ruRU"
"9551","Пусть благословит тебя наару. Что ты хочешь найти?","Пусть благословит тебя наару. Что ты хочешь найти?","","","","","","","","","","","","","","","ruRU"
"9552","Наших учителей горного дела ты найдешь на задворках Торгового ряда.","Наших учителей горного дела ты найдешь на задворках Торгового ряда.","","","","","","","","","","","","","","","ruRU"
"9553","Наставники паладинов Экзодара находятся в часовне Света, рядом с Троном наару.","Наставники паладинов Экзодара находятся в часовне Света, рядом с Троном наару.","","","","","","","","","","","","","","","ruRU"
"9554","Наших наставников жрецов можно найти в покоях Ордена Света, на входе в Трон Наару. Да пребудет с тобой Свет!","Наших наставников жрецов можно найти в покоях Ордена Света, на входе в Трон Наару. Да пребудет с тобой Свет!","","","","","","","","","","","","","","","ruRU"
"9555","Какого учителя профессий ты ищешь?","Какого учителя профессий ты ищешь?","","","","","","","","","","","","","","","ruRU"
"9556","Ты найдешь несколько наставников шаманов в Хрустальном Зале. Возможно, тебе следует нанести визит предсказателю Нобундо и оказать милость этому Сломленному. Да пребудет с тобой Свет!","Ты найдешь несколько наставников шаманов в Хрустальном Зале. Возможно, тебе следует нанести визит предсказателю Нобундо и оказать милость этому Сломленному. Да пребудет с тобой Свет!","","","","","","","","","","","","","","","ruRU"
"9557","Ты найдешь мастеров по снятию шкур в Экзодаре, в Торговом ряду, рядом с кожевниками. Да благословит тебя Свет!","Ты найдешь мастеров по снятию шкур в Экзодаре, в Торговом ряду, рядом с кожевниками. Да благословит тебя Свет!","","","","","","","","","","","","","","","ruRU"
"9558","Нашего смотрителя стойл, Артаида, можно найти снаружи Центра помощи. Он поселился на верхнем уровне центрального ядра, неподалеку от главного входа в Экзодар.","Нашего смотрителя стойл, Артаида, можно найти снаружи Центра помощи. Он поселился на верхнем уровне центрального ядра, неподалеку от главного входа в Экзодар.","","","","","","","","","","","","","","","ruRU"
"9559","Когда-то мы носили комбинезоны, но наши умельцы смастерили одежку получше. Хочешь такую же? Отправляйся в Торговый ряд.","Когда-то мы носили комбинезоны, но наши умельцы смастерили одежку получше. Хочешь такую же? Отправляйся в Торговый ряд.","","","","","","","","","","","","","","","ruRU"
"9562","Хочешь стать великим воином? Война никого не делает великим. Впрочем, наших лучших наставников воинов можно найти на Террасе воинов – они охраняют покой Торгового ряда.","Хочешь стать великим воином? Война никого не делает великим. Впрочем, наших лучших наставников воинов можно найти на Террасе воинов – они охраняют покой Торгового ряда.","","","","","","","","","","","","","","","ruRU"
"9563","Добро пожаловать в Королевский Валютный банк, $gсэр:мадам;. Чем я могу вам помочь?","Добро пожаловать в Королевский Валютный банк, $gсэр:мадам;. Чем я могу вам помочь?","Здравствуйте. Чем Королевский Валютный банк может быть вам полезен?","Здравствуйте. Чем Королевский Валютный банк может быть вам полезен?","","","","","","","","","","","","","ruRU"
"9564","Благодарим за пользование услугами банка Луносвета. Чем я могу вам помочь?","Благодарим за пользование услугами банка Луносвета. Чем я могу вам помочь?","Добро пожаловать в Банк Луносвета, $gгосподин:госпожа;. Вы хотели бы посетить депозитарий?","Добро пожаловать в Банк Луносвета, $gгосподин:госпожа;. Вы хотели бы посетить депозитарий?","","","","","","","","","","","","","ruRU"
"9565","Вы хотите улучшить свои оружейные навыки? Наш эксперт по оружию находится на верхнем уровне Торгового ряда, на Террасе воинов.","Вы хотите улучшить свои оружейные навыки? Наш эксперт по оружию находится на верхнем уровне Торгового ряда, на Террасе воинов.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9566","Слушаю тебя, $gгорожанин:горожанка;. О каком важном деле ты желаешь со мной говорить?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9567","Подвалы Экзодара вместительны и хорошо укреплены. Твоим товарам здесь ничего не грозит.","Подвалы Экзодара вместительны и хорошо укреплены. Твоим товарам здесь ничего не грозит.","Мы охраняем склады Экзодара. Ты хочешь оставить эти товары на хранение или забрать?","Мы охраняем склады Экзодара. Ты хочешь оставить эти товары на хранение или забрать?","","","","","","","","","","","","","ruRU"
"9568",NULL,"Привет! А не поможешь мне отсюда выбраться?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9574","Да? Что такое?","","","","","","","","","","","","","","","","ruRU"
"9575","Не думаю, что ты $gпринес:принесла; новости о рудниках, верно?","","","","","","","","","","","","","","","","ruRU"
"9577","Не на что здесь смотреть. Проходи.","Не на что здесь смотреть. Проходи.","Это вас не касается. Идите своей дорогой.","Это вас не касается. Идите своей дорогой.","","","","","","","","","","","","","ruRU"
"9578","Спасибо, друзья, я обязан вам свободой. Где Тарета? Я надеялся увидеть ее в последний раз и отблагодарить, прежде чем уйду в горы.","","","","","","","","","","","","","","","","ruRU"
"9579","Что ты имеешь в виду? Тарета в опасности?","","","","","","","","","","","","","","","","ruRU"
"9580","Я этого не сделаю. Я не могу оставить Тарету в опасности и бежать в горы. Я не трус. А где она?","","","","","","","","","","","","","","","","ruRU"
"9583","Не удивляйся мне так, |3-6($r). Приход дренеев и их союз с моим народом предсказал Курц Прорицатель.","","","","","","","","","","","","","","","","ruRU"
"9584","*Вы приветствуете посла Фрасабу на языке фурболгов, и он улыбается.*$B$BТак значит, это о тебе говорит пророчество. Знакомство с тобой – большая честь для меня.$B$BЯ посол Фрасабу, представитель верховного вождя племени Тихвой на Кровавой заставе.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9586","В те годы, когда я был членом Лиги исследователей, я побывал всюду в Азероте, но никогда не видел ничего похожего на остров Кровавой Дымки.","","","","","","","","","","","","","","","","ruRU"
"9587","Пожалуйста, не говорите мне ничего. Я не хочу больше ввязываться из-за них в неприятности.","Пожалуйста, не говорите мне ничего. Я не хочу больше ввязываться из-за них в неприятности.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"9591","","За то время, что мы здесь, слишком многие из наших друзей умерли.","","","","","","","","","","","","","","","ruRU"
"9595","","Если не собираешься помогать, уходи.","","","","","","","","","","","","","","","ruRU"
"9596","С твоей помощью мы, возможно, победим!","","","","","","","","","","","","","","","","ruRU"
"9597","Мельница Таррен прямо за этими деревьями. Суматоха в Дарнхольде поможет нам выиграть немного времени, до того как здесь все заполонят солдаты людей. Давай заглянем в ближайший амбар, а потом сразу пойдем в город.","","","","","","","","","","","","","","","","ruRU"
"9598","Ты можешь расплачиваться со мной жетонами Халаа.","","","","","","","","","","","","","","","","ruRU"
"9599","Могу поучить тебя снимать шкуры. Интересуешься?","Могу поучить тебя снимать шкуры. Интересуешься?","","","","","","","","","","","","","","","ruRU"
"9602","Вы имеете в виду таверну Луносвета или таверну ""Приют скитальца""?","Вы имеете в виду таверну Луносвета или таверну ""Приют скитальца""?","","","","","","","","","","","","","","","ruRU"
"9603","Таверна ""Приют скитальца"" находится между Путем Старейшин и базаром. Ты можешь добраться до нее как тебе удобно – так или так.","Таверна ""Приют скитальца"" находится между Путем Старейшин и базаром. Ты можешь добраться до нее как тебе удобно – так или так.","","","","","","","","","","","","","","","ruRU"
"9610","","Спасибо, что вы помогли Траллу бежать, друзья. Теперь я надеюсь, что вы сможете помочь и мне. Я проснулась этим утром и обнаружила, что заключена в эту магическую тюрьму. Странный волшебник сказал мне, что я останусь здесь на некоторое время.","","","","","","","","","","","","","","","ruRU"
"9613","","Да, друзья. Этот мужчина не был волшебником из Даларана. Его одежды выглядели несколько непривычно и его акцент был незнаком. Все, что он мог пробормотать, это – время то, время се. Найдите этого волшебника и убедите его освободить меня.","","","","","","","","","","","","","","","ruRU"
"9614","Я рад, что Тарета жива. Теперь нам надо узнать, как освободить ее от магических уз.","","","","","","","","","","","","","","","","ruRU"
"9615","","Как представитель Нижнего Города, я хочу указать на то, что Аукиндон необходимо избавить от Совета Теней, если мы хотим быть уверены в своем будущем и исключить всякую возможность возникновения страшных катастроф, вроде Костяных пустошей!$B$BВсем нашим народам и так пришлось слишком многое пережить. Я здесь, чтобы убедиться, что страданиям будет положен конец!","","","","","","","","","","","","","","","ruRU"
