"id","locale","achievment","achievment_condition","title","VerifiedBuild"
644,"ruRU","Правитель Забытого Города","Очистите от монстров все части Забытого Города.",,-1
668,"ruRU","Кузня Крови (героич.)","Убейте Кели'дана Разрушителя в героическом режиме.",,-1
773,"ruRU","Внутренние земли","Исследуйте Внутренние земли, открыв все их области на карте.",,-1
855,"ruRU","Лунная поляна","Исследуйте Лунную поляну, открыв все ее области на карте.",,-1
889,"ruRU","На всех парах","Станьте подмастерьем в деле верховой езды.",,-1
963,"ruRU","""Конфета или жизнь"" в Калимдоре","Наведайтесь ко всем кулькам с конфетами в Калимдоре.",,-1
1006,"ruRU","На страже города","Убейте 50 вражеских персонажей в любом из главных городов вашей фракции.",,-1
1033,"ruRU","Погасить костры Запределья","Оскверните праздничные костры Альянса в Запределье.",,-1
1085,"ruRU","Убийства Груула (Логово Груула)","Убийства Груула (Логово Груула)",,-1
1166,"ruRU","Трофей достается победителю","Добудьте подписанную картину Форора и Тигуля в Альтеракской долине.",,-1
1410,"ruRU","1-й на сервере! Орк 80-го уровня","Первый орк на сервере, достигший 80-го уровня.",,-1
1512,"ruRU","Убийства Локена (Чертоги Молний, героич.)","Убийства Локена (Чертоги Молний, героич.)",,-1
1517,"ruRU","Нордскольский рыболов","Поймайте рыбу во всех перечисленных местах поклевки.",,-1
1596,"ruRU","Гуру Дракуру","Выполните задания, связанные с историей Дракуру, перечисленные ниже.",,-1
1681,"ruRU","Хранитель мудрости","Выполните указанные ниже задания.","Награда: звание и гербовая накидка Хранителя мудрости",-1
1692,"ruRU","Весельчак","Добейтесь перечисленных ниже достижений во время празднования Зимнего Покрова.","Наградное звание: Весельчак",-1
1740,"ruRU","Изучено кожевенных выкроек","Изучено кожевенных выкроек",,-1
1756,"ruRU","Убито боссов в рейдах Lich King (25 игроков)","Убито боссов в рейдах Lich King (25 игроков)",,-1
1774,"ruRU","Количество различных выпитых напитков","Количество различных выпитых напитков",,-1
1781,"ruRU","Повелитель зверей","В течение 3 минут приманите 10 зверьков кормом, чтобы сделать их питомцами.",,-1
1919,"ruRU","Подается со льдом","Убейте Принца Келесета в Крепости Утгард в героическом режиме, не разбив ни одной ледяной могилы.",,-1
2136,"ruRU","Слава герою","Получите все нижеперечисленные достижения в подземельях героического уровня сложности.","Награда: красный протодракон",-1
2176,"ruRU","И все они падут, как один (10 игроков)","Убейте 4 всадников в Наксрамасе одного за одним с интервалом не более 15 секунд в рейде на 10 игроков.",,-1
2177,"ruRU","И все они падут, как один (25 игроков)","Убейте 4 всадников в Наксрамасе одного за одним с интервалом не более 15 секунд в рейде на 25 игроков.",,-1
2195,"ruRU","Повелитель Берега Древних","Получите все нижеперечисленные достижения Берега Древних.",,-1
2770,"ruRU","Превозносимый чемпион Альянса","Добейтесь превознесения среди всех народов Альянса и права представлять Альянс на Серебряном турнире.",,-1
2884,"ruRU","Убийства Разрушителя XT-002 (Ульдуар, 25 игроков)","Убийства Разрушителя XT-002 (Ульдуар, 25 игроков)",,-1
2927,"ruRU","Некоторые любят погорячее (10 игроков)","Переживите падение в Шлаковый ковш Повелителя Горнов Игниса в рейде на 10 игроков.",,-1
2928,"ruRU","Некоторые любят погорячее (25 игроков)","Переживите падение в Шлаковый ковш Повелителя Горнов Игниса в рейде на 25 игроков.",,-1
3136,"ruRU","Эмалон Страж Бури (10 игроков)","Убейте Эмалона Стража Бури в рейде на 10 игроков.",,-1
3857,"ruRU","Хозяин Острова Завоеваний","Добейтесь перечисленных ниже достижений на Острове Завоеваний:","Награда: гербовая накидка завоевания",-1
4030,"ruRU","Победы над чудовищами Нордскола (Испытание великого крестоносца, 10 игроков)","Победы над чудовищами Нордскола (Испытание великого крестоносца, 10 игроков)",,-1
4577,"ruRU","""Масок нет!"" (10 игроков)","Победите Тухлопуза в рейде на 10 игроков. Эффект ""Невосприимчивость к гнили"" не должен суммироваться ни на одном участнике рейда 3 раза.",,-1
4615,"ruRU","""Масок нет!"" (25 игроков)","Победите Тухлопуза в рейде на 25 игроков. Эффект ""Невосприимчивость к гнили"" не должен суммироваться ни на одном участнике рейда 3 раза.",,-1
4640,"ruRU","Убийства Лорда Ребрада (героич., 10 игроков)","Убийства Лорда Ребрада (героич., 10 игроков)",,-1
347,"ruRU","Количество съеденных блюд","Количество съеденных блюд",,-1
585,"ruRU","Захваты флага на Оке Бури","Захваты флага на Оке Бури",,-1
596,"ruRU","Наивысший личный рейтинг (5 на 5)","Наивысший личный рейтинг (5 на 5)",,-1
603,"ruRU","Гнев Орды","Убейте по 5 персонажей Альянса в каждой их столице.",,-1
645,"ruRU","Некроситет","Убейте боссов Некроситета.",,-1
669,"ruRU","Узилище (героич.)","Убейте Зыбуна в героическом режиме.",,-1
774,"ruRU","Тлеющее ущелье","Исследуйте Тлеющее ущелье, открыв все его области на карте.",,-1
856,"ruRU","Силитус","Исследуйте Силитус, открыв все его области на карте.",,-1
890,"ruRU","В голубую высь","Станьте умельцем в деле верховой езды.",,-1
966,"ruRU","""Конфета или жизнь"" в Восточных королевствах","Наведайтесь ко всем кулькам с конфетами в Восточных королевствах.",,-1
1037,"ruRU","Осквернение огней Альянса","Погасите костры в Восточных королевствах, Калимдоре и Запределье.",,-1
1086,"ruRU","Убийства Магтеридона (Логово Магтеридона)","Убийства Магтеридона (Логово Магтеридона)",,-1
1162,"ruRU","Полоса удачи","Одержите 10 побед подряд в рейтинговых боях на Арене в команде с рейтингом выше 1800 на 80-м уровне.",,-1
1167,"ruRU","Хозяин Альтеракской долины","Добейтесь указанных ниже достижений в Альтеракской долине.",,-1
1172,"ruRU","Повелитель Ущелья Песни Войны","Добейтесь указанных ниже достижений в Ущелье Песни Войны.",,-1
1239,"ruRU","Убийства хранителя энергии Эрегоса (Окулус)","Убийства хранителя энергии Эрегоса (Окулус)",,-1
1277,"ruRU","Быстрая оборона","Выполните задание по защите храма Драконьего Покоя за 3 минуты без группы.",,-1
1411,"ruRU","1-й на сервере! Таурен 80-го уровня","Первый таурен на сервере, достигший 80-го уровня.",,-1
1537,"ruRU","Наивысший уровень навыка в горном деле","Наивысший уровень навыка в горном деле",,-1
1682,"ruRU","Хранитель мудрости","Выполните указанные ниже задания.","Награда: звание и гербовая накидка Хранителя мудрости",-1
1759,"ruRU","Убито разл. боссов Lich King (25 игроков)","Убито разл. боссов Lich King (25 игроков)",,-1
1785,"ruRU","Ужин вам не нужен","Предложите сытное угощение на полях сражений, перечисленных ниже.",,-1
2137,"ruRU","Слава рейдеру (10 игроков)","Получите все нижеперечисленные рейдовые достижения в рейдах на 10 игроков.",,-1
2144,"ruRU","Долгое и странное путешествие","Получите все нижеперечисленные достижения игровых событий.","Награда: аметистовый протодракон",-1
2146,"ruRU","Клуб ста (10 игроков)","Убейте Сапфирона в Наксрамасе в рейде на 10 игроков. Ни один из членов рейда не должен иметь значение защиты от холода выше 100.",,-1
2147,"ruRU","Клуб ста (25 игроков)","Убейте Сапфирона в Наксрамасе в рейде на 25 игроков. Ни один из членов рейда не должен иметь значение защиты от холода выше 100.",,-1
2150,"ruRU","Размножение личности","Одержите победу над великой ведуньей Телестрой в Нексусе в героическом режиме, убивая все ее образы с интервалом не более 5 секунд.",,-1
2817,"ruRU","Превозносимый чемпион Альянса","Добейтесь превознесения среди всех народов Альянса и права представлять Альянс на Серебряном турнире.","Наградное звание: Крестоносец. Доступ к ежедневным заданиям крестоносцев на Серебряном турнире.",-1
2885,"ruRU","Победы над Железным Собранием (Ульдуар, 25 игроков)","Победы над Железным Собранием (Ульдуар, 25 игроков)",,-1
2929,"ruRU","Растопить печку (25 игроков)","Убейте Повелителя Горнов Игниса за 4 минуты в рейде на 25 игроков.",,-1
2930,"ruRU","Растопить печку (10 игроков)","Убейте Повелителя Горнов Игниса за 4 минуты в рейде на 10 игроков.",,-1
3137,"ruRU","Эмалон Страж Бури (25 игроков)","Убейте Эмалона Стража Бури в рейде на 25 игроков.",,-1
3217,"ruRU","Марсианская рыбалка","Выполните все 5 ежедневных рыболовных заданий Марсии Чейз.",,-1
3957,"ruRU","Хозяин Острова Завоеваний","Добейтесь перечисленных ниже достижений на Острове Завоеваний.","Награда: гербовая накидка завоевания",-1
4031,"ruRU","Победы над чудовищами Нордскола (Испытание крестоносца, 25 игроков)","Победы над чудовищами Нордскола (Испытание крестоносца, 25 игроков)",,-1
4578,"ruRU","Тяжесть, вздутие и боль в животе... (10 игроков)","Убейте профессора Мерзоцида в рейде на 10 игроков, не используя способность поганища ""Рвотный слизнюк"".",,-1
4616,"ruRU","Тяжесть, вздутие и боль в животе... (25 игроков)","Убейте профессора Мерзоцида в рейде на 25 игроков, не используя способность поганища ""Рвотный слизнюк"".",,-1
4641,"ruRU","Убийства Лорда Ребрада (25 игроков)","Убийства Лорда Ребрада (25 игроков)",,-1
272,"ruRU","Жонглер факелами","Подбросьте 40 факелов за 15 секунд в Даларане.",,-1
395,"ruRU","Количество захваченных флагов в Ущелье Песни Войны","Количество захваченных флагов в Ущелье Песни Войны",,-1
409,"ruRU","Остаться в живых","Останьтесь единственным выжившим после рейтингового боя на Арене 5 на 5 на 80-м уровне.",,-1
595,"ruRU","Наивысший личный рейтинг (3 на 3)","Наивысший личный рейтинг (3 на 3)",,-1
604,"ruRU","Гнев Альянса","Убейте по 5 персонажей Орды в каждой их столице.",,-1
646,"ruRU","Стратхольм","Очистите Стратхольм от населяющих его воплощений зла.",,-1
670,"ruRU","Нижетопь (героич.)","Убейте Черную Охотницу в героическом режиме.",,-1
766,"ruRU","Выжженные земли","Исследуйте Выжженные земли, открыв все их области на карте.",,-1
857,"ruRU","Зимние Ключи","Исследуйте Зимние Ключи, открыв все их области на карте.",,-1
892,"ruRU","Вас не догонят","Станьте искусником в деле верховой езды.",,-1
969,"ruRU","""Конфета или жизнь"" в Запределье","Наведайтесь ко всем кулькам с конфетами в Запределье.",,-1
1087,"ruRU","Убийства Леди Вайш (Змеиное святилище)","Убийства Леди Вайш (Змеиное святилище)",,-1
1168,"ruRU","Хозяин Альтеракской долины","Добейтесь указанных ниже достижений в Альтеракской долине.",,-1
1173,"ruRU","Повелитель Ущелья Песни Войны","Добейтесь указанных ниже достижений в Ущелье Песни Войны.",,-1
1243,"ruRU","Рыба следов не оставляет","Научитесь чуять рыбу.",,-1
1412,"ruRU","1-й на сервере! Тролль 80-го уровня","Первый тролль на сервере, достигший 80-го уровня.",,-1
1428,"ruRU","Сапер","Подорвитесь на минном поле Свечекрута 10 раз подряд, не приземляясь.",,-1
1513,"ruRU","Убийства хранителя энергии Эрегоса (Окулус, героич.)","Убийства хранителя энергии Эрегоса (Окулус, героич.)",,-1
1760,"ruRU","Самый часто убиваемый босс Lich King (25 игроков)","Самый часто убиваемый босс Lich King (25 игроков)",,-1
1775,"ruRU","Количество различных съеденных блюд","Количество различных съеденных блюд",,-1
1795,"ruRU","Буфетчик","Изучите 25 кулинарных рецептов.",,-1
2036,"ruRU","Лютый холод","Убейте Керистразу в Нексусе в героическом режиме, не позволяя эффекту лютого холода суммироваться больше двух раз.",,-1
2138,"ruRU","Слава рейдеру (25 игроков)","Получите все нижеперечисленные рейдовые достижения в рейдах на 25 игроков.",,-1
2145,"ruRU","Долгое и странное путешествие","Получите все нижеперечисленные достижения игровых событий.","Награда: аметистовый протодракон",-1
2184,"ruRU","И целого мира мало (10 игроков)","Убейте Кел'Тузада в Наксрамасе в рейде на 10 игроков, убив как минимум 18 поганищ в его комнате.",,-1
2185,"ruRU","И целого мира мало (25 игроков)","Убейте Кел'Тузада в Наксрамасе в рейде на 25 игроков, убив как минимум 18 поганищ в его комнате.",,-1
2783,"ruRU","Чемпион Оргриммара","Заслужите право представлять Оргриммар на Серебряном турнире.",,-1
2875,"ruRU","Убийства Кологарна (Ульдуар, 25 игроков)","Убийства Кологарна (Ульдуар, 25 игроков)",,-1
2931,"ruRU","""Понерфите инженерию!"" (10 игроков)","Убейте Разрушителя XT-002 в рейде на 10 игроков, не позволив ему восстановить жизнь с помощью хламоботов XS-013.",,-1
2932,"ruRU","""Понерфите инженерию!"" (25 игроков)","Убейте Разрушителя XT-002 в рейде на 25 игроков, не позволив ему восстановить жизнь с помощью хламоботов XS-013.",,-1
3216,"ruRU","Изучено рецептов выплавки металлов","Изучено рецептов выплавки металлов",,-1
3836,"ruRU","Коралон Страж Огня (10 игроков)","Победите Коралона Стража Огня в рейде на 10 игроков.",,-1
4029,"ruRU","Победы над чудовищами Нордскола (Испытание великого крестоносца, 25 игроков)","Победы над чудовищами Нордскола (Испытание великого крестоносца, 25 игроков)",,-1
4582,"ruRU","Разуплотнитель гелия (10 игроков)","Победите Кровавый Совет в рейде на 10 игроков. Ни один участник рейда не должен получить более 23000 ед. магического урона за один удар.",,-1
4617,"ruRU","Разуплотнитель гелия (25 игроков)","Победите Кровавый Совет в рейде на 25 игроков. Ни один участник рейда не должен получить более 25000 ед. магического урона за один удар.",,-1
4642,"ruRU","Убийства Лорда Ребрада (героич., 25 игроков)","Убийства Лорда Ребрада (героич., 25 игроков)",,-1
41,"ruRU","Хранитель мудрости Нордскола","Добейтесь указанных ниже достижений в Нордсколе.",,-1
370,"ruRU","Наивысший личный рейтинг (2 на 2)","Наивысший личный рейтинг (2 на 2)",,-1
586,"ruRU","Количество возвращенных на базу флагов в Ущелье Песни Войны","Количество возвращенных на базу флагов в Ущелье Песни Войны",,-1
610,"ruRU","Смерть вождя","Убейте Тралла.",,-1
671,"ruRU","Гробницы маны (героич.)","Убейте принца Шаффара в героическом режиме.",,-1
688,"ruRU","Зул'Гуруб","Убейте Хаккара.",,-1
775,"ruRU","Пылающие степи","Исследуйте Пылающие степи, открыв все их области на карте.",,-1
964,"ruRU","Полетели?","Прыгните с высоты 65 м, не разбившись насмерть.",,-1
970,"ruRU","""Конфета или жизнь"" в Азероте","Выполните задания ""Конфета или жизнь"" в Калимдоре, Восточных королевствах и Запределье.",,-1
1088,"ruRU","Убийства Кель'таса Солнечного Скитальца (Крепость Бурь)","Убийства Кель'таса Солнечного Скитальца (Крепость Бурь)",,-1
1240,"ruRU","Убийства Короля Имирона (Вершина Утгард)","Убийства Короля Имирона (Вершина Утгард)",,-1
1413,"ruRU","1-й на сервере! Отрекшийся 80 уровня","Первый отрекшийся на сервере, достигший 80-го уровня.",,-1
1541,"ruRU","Наивысший уровень навыка в снятии шкур","Наивысший уровень навыка в снятии шкур",,-1
1776,"ruRU","Наиболее часто употребляемая еда","Наиболее часто употребляемая еда",,-1
1796,"ruRU","Мастер закусок","Изучите 50 кулинарных рецептов.",,-1
2037,"ruRU","Теория хаоса","Убейте Аномалуса в Нексусе в героическом режиме, не разрушив ни одного хаотического разлома.",,-1
2090,"ruRU","Претендент","Заслужите звание Претендента за сезон арены на 80-м уровне.",,-1
2094,"ruRU","Орел или решка?","Выудите из даларанского фонтана перечисленные ниже медные монеты.",,-1
2186,"ruRU","Бессмертный","В течение одного сохраненного рейда убейте всех боссов в Наксрамасе в рейде на 25 игроков, не допустив смерти ни одного участника рейда.","Наградное звание: Бессмертный",-1
2187,"ruRU","Неумирающий","В течение одного сохраненного рейда убейте всех боссов в Наксрамасе в рейде на 10 игроков, не допустив смерти ни одного участника рейда.","Наградное звание: Неумирающий",-1
2765,"ruRU","Превозносимый чемпион Оргриммара","Добейтесь превознесения в Оргриммаре и права представлять город на Серебряном турнире.","Наградное звание: Оргриммарский",-1
2882,"ruRU","Убийства Ауриайи (Ульдуар, 25 игроков)","Убийства Ауриайи (Ульдуар, 25 игроков)",,-1
2933,"ruRU","""Понерфите хламоботов!"" (10 игроков)","Убейте 20 хламоботов XS-013 в рейде на 10 игроков с помощью бумботов XE-321 за 12 секунд.",,-1
2935,"ruRU","""Понерфите хламоботов!"" (25 игроков)","Убейте 20 хламоботов XS-013 в рейде на 25 игроков с помощью бумботов XE-321 за 12 секунд.",,-1
2957,"ruRU","Слава рейдеру Ульдуара (10 игроков)","Получите все нижеперечисленные рейдовые достижения в рейде на 10 игроков.","Награда: Ржавый протодракон",-1
3837,"ruRU","Коралон Страж Огня (25 игроков)","Победите Коралона Стража Огня в рейде на 25 игроков.",,-1
4032,"ruRU","Убийства лорда Джараксуса (Испытание крестоносца, 10 игроков)","Убийства лорда Джараксуса (Испытание крестоносца, 10 игроков)",,-1
4456,"ruRU","Случайные подземелья Lich King (обычн.)","Случайные подземелья дополнения Lich King, пройденные в обычном режиме с группой, набранной через систему поиска.",,-1
4539,"ruRU","С вампирами жить – кровушку пить! (10 игроков)","Убейте Кровавую Королеву в рейде на 10 игроков, будучи вампиром, а затем еще раз, не становясь вампиром.",,-1
4618,"ruRU","С вампирами жить – кровушку пить! (25 игроков)","Убейте Кровавую Королеву в рейде на 25 игроков, будучи вампиром, а затем еще раз, не становясь вампиром.",,-1
4643,"ruRU","Убийства Леди Смертный Шепот (10 игроков)","Убийства Леди Смертный Шепот (10 игроков)",,-1
545,"ruRU","Пожалуйте бриться!","Посетите парикмахерскую и измените прическу.",,-1
589,"ruRU","Наивысший командный рейтинг (5 на 5)","Наивысший командный рейтинг (5 на 5)",,-1
611,"ruRU","Наступить на Кровавое Копыто","Убейте Кэрна Кровавое Копыто.",,-1
622,"ruRU","Низвержение Хранителя Магии (10 игроков)","Убейте Малигоса в рейде на 10 игроков.",,-1
623,"ruRU","Низвержение Хранителя Магии (25 игроков)","Убейте Малигоса в рейде на 25 игроков.",,-1
672,"ruRU","Аукенайские гробницы (героич.)","Убейте экзарха Маладаара в героическом режиме.",,-1
689,"ruRU","Руины Ан'Киража","Убейте Оссириана Неуязвимого.",,-1
777,"ruRU","Перевал Мертвого Ветра","Исследуйте Перевал Мертвого Ветра, открыв все его области на карте.",,-1
812,"ruRU","Количество использованных камней здоровья","Количество использованных камней здоровья",,-1
1089,"ruRU","Убийства Иллидана Ярости Бури (Черный храм)","Убийства Иллидана Ярости Бури (Черный храм)",,-1
1296,"ruRU","Пусть он умрет на твоих глазах","Убейте Крик'тира Хранителя Врат в героическом режиме в Азжол-Нерубе, пока дозорный Гашра, дозорный Нарджил и дозорный Силтик еще живы.",,-1
1360,"ruRU","Хранитель мудрости Нордскола","Добейтесь указанных ниже достижений в Нордсколе.",,-1
1415,"ruRU","1-й на сервере! Великий мастер алхимии","Первый персонаж на сервере, повысивший значение навыка алхимии до 450.",,-1
1514,"ruRU","Убийства Короля Имирона (Вершина Утгард, героич.)","Убийства Короля Имирона (Вершина Утгард, героич.)",,-1
1542,"ruRU","Наивысший уровень навыка в портняжном деле","Наивысший уровень навыка в портняжном деле",,-1
1797,"ruRU","Искусный кулинар","Изучите 75 кулинарных рецептов.",,-1
2093,"ruRU","Фаворит","Заслужите звание Фаворита за сезон арены на 80-м уровне.",,-1
2095,"ruRU","Серебро в фонтане","Выудите из даларанского фонтана перечисленные ниже серебряные монеты.",,-1
2784,"ruRU","Чемпион Сен'джина","Заслужите право представлять Сен'джин на Серебряном турнире.",,-1
2934,"ruRU","""Понерфите гравитационные бомбы!"" (10 игроков)","Убейте Разрушителя XT-002 в рейде на 10 игроков, не позволив ни одному участнику рейда умереть от гравитационной бомбы.",,-1
2936,"ruRU","""Понерфите гравитационные бомбы!"" (25 игроков)","Убейте Разрушителя XT-002 в рейде на 25 игроков, не позволив ни одному участнику рейда умереть от гравитационной бомбы.",,-1
2958,"ruRU","Слава рейдеру Ульдуара (25 игроков)","Получите все нижеперечисленные рейдовые достижения в рейде на 25 игроков.","Награда: Протодракон в железной броне",-1
3256,"ruRU","Победы над Ходиром (Ульдуар, 25 игроков)","Победы над Ходиром (Ульдуар, 25 игроков)",,-1
4033,"ruRU","Убийства лорда Джараксуса (Испытание великого крестоносца, 10 игроков)","Убийства лорда Джараксуса (Испытание великого крестоносца, 10 игроков)",,-1
4556,"ruRU","Случайные подземелья Lich King (героич.)","Случайные подземелья дополнения Lich King, пройденные в героическом режиме с группой, набранной через систему поиска.",,-1
4579,"ruRU","Прогулки по порталам (10 игроков)","Зайдите в каждый портал, созданный Валитрией Сноходицей, до того, как полностью восстановите ей здоровье, в рейде на 10 игроков.",,-1
4585,"ruRU","Торавон Страж Льда (10 игроков)","Победите Торавона Стража Льда в рейде на 10 игроков.",,-1
4619,"ruRU","Прогулки по порталам (25 игроков)","Зайдите в каждый портал, созданный Валитрией Сноходицей, до того, как полностью восстановите ей здоровье, в рейде на 25 игроков.",,-1
4654,"ruRU","Убийства Леди Смертный Шепот (героич., 10 игроков)","Убийства Леди Смертный Шепот (героич., 10 игроков)",,-1
590,"ruRU","Наивысший командный рейтинг (3 на 3)","Наивысший командный рейтинг (3 на 3)",,-1
612,"ruRU","Упокоить Темную Госпожу","Убейте Сильвану Ветрокрылую.",,-1
673,"ruRU","Побег из Дарнхольда (героич.)","Убейте Охотника Вечности в героическом режиме.",,-1
686,"ruRU","Огненные Недра","Убейте Рагнароса.",,-1
770,"ruRU","Западные Чумные земли","Исследуйте Западные Чумные земли, открыв все их области на карте.",,-1
1017,"ruRU","Можно мне его оставить?","Заведите питомца.",,-1
1090,"ruRU","Убийства Кил'джедена (Плато Солнечного Колодца)","Убийства Кил'джедена (Плато Солнечного Колодца)",,-1
1241,"ruRU","Убийства Мал'Ганиса (Пещеры Времени: Стратхольм)","Убийства Мал'Ганиса (Пещеры Времени: Стратхольм)",,-1
1297,"ruRU","Хадонокс низвергнут","Убейте Хадонокса в героическом режиме, прежде чем он заткет паутиной верхние двери, мешая появляться новым существам.",,-1
1414,"ruRU","1-й на сервере! Великий мастер кузнечного дела","Первый персонаж на сервере, повысивший значение навыка кузнечного дела до 450.",,-1
1741,"ruRU","Изучено портняжных выкроек","Изучено портняжных выкроек",,-1
1798,"ruRU","Старший повар","Изучите 100 кулинарных рецептов.",,-1
1874,"ruRU","И ты не вечен (10 игроков)","Убейте Малигоса в рейде на 10 игроков за 6 минут или быстрее.",,-1
1875,"ruRU","И ты не вечен (25 игроков)","Убейте Малигоса в рейде на 25 игроков за 6 минут или быстрее.",,-1
1957,"ruRU","Что это там на дне поблескивает?","Выудите из даларанского фонтана перечисленные ниже золотые монеты.",,-1
2092,"ruRU","Дуэлянт","Заслужите звание Дуэлянта за сезон арены на 80-м уровне.",,-1
2766,"ruRU","Превозносимый чемпион Сен'джина","Добейтесь превознесения у троллей Черного Копья и права представлять Сен'джин на Серебряном турнире.","Наградное звание: Сен'джинский",-1
2937,"ruRU","Быстрая разборка (10 игроков)","Убейте Разрушителя XT-002 в рейде на 10 игроков за 205 секунд.",,-1
2938,"ruRU","Быстрая разборка (25 игроков)","Убейте Разрушителя XT-002 в рейде на 25 игроков за 205 секунд.",,-1
3257,"ruRU","Победы над Торимом (Ульдуар, 25 игроков)","Победы над Торимом (Ульдуар, 25 игроков)",,-1
4034,"ruRU","Убийства лорда Джараксуса (Испытание крестоносца, 25 игроков)","Убийства лорда Джараксуса (Испытание крестоносца, 25 игроков)",,-1
4580,"ruRU","Таинственная дама (10 игроков)","Одолейте Синдрагосу в рейде на 10 игроков. Эффект ""Таинственная энергия"" не должен суммироваться ни на одном участнике рейда более 5 раз.",,-1
4586,"ruRU","Торавон Страж Льда (25 игроков)","Победите Торавона Стража Льда в рейде на 25 игроков.",,-1
4602,"ruRU","Слава рейдеру Ледяной Короны (10 игроков)","Получите все нижеперечисленные рейдовые достижения в рейде на 10 игроков.","Награда: Обагренный ледяной покоритель",-1
4620,"ruRU","Таинственная дама (25 игроков)","Одолейте Синдрагосу в рейде на 25 игроков. Эффект ""Таинственная энергия"" не должен суммироваться ни на одном участнике рейда более 5 раз.",,-1
4655,"ruRU","Убийства Леди Смертный Шепот (25 игроков)","Убийства Леди Смертный Шепот (25 игроков)",,-1
15,"ruRU","Дружеская толпа","Соберите 15 различных питомцев.",,-1
374,"ruRU","Наивысший командный рейтинг (2 на 2)","Наивысший командный рейтинг (2 на 2)",,-1
613,"ruRU","Убийство в Кель'Таласе","Убейте Лор'темара Терона.",,-1
674,"ruRU","Сетеккские залы (героич.)","Убейте короля воронов Айкисса в героическом режиме.",,-1
685,"ruRU","Логово Крыла Тьмы","Убейте Нефариана.",,-1
771,"ruRU","Восточные Чумные земли","Исследуйте Восточные Чумные земли, открыв все их области на карте.",,-1
1416,"ruRU","1-й на сервере! Великий мастер кулинарии","Первый персонаж на сервере, повысивший значение навыка кулинарного дела до 450.",,-1
1515,"ruRU","Убийства Мал'Ганиса (ПВ: Стратхольм, героич.)","Убийства Мал'Ганиса (ПВ: Стратхольм, героич.)",,-1
1752,"ruRU","Повелитель Озера Ледяных Оков","Добейтесь указанных ниже достижений на Озере Ледяных Оков.",,-1
1799,"ruRU","Мэтр кулинарного дела","Изучите 160 кулинарных рецептов.",,-1
1860,"ruRU","Вперед!","Убейте Ануб'арака в Азжол-Нерубе в героическом режиме за 4 минуты или быстрее.",,-1
1869,"ruRU","Фингал под оком (10 игроков)","Убейте Малигоса в составе рейда из 8 игроков или менее в рейде на 10 игроков.",,-1
1870,"ruRU","Фингал под оком (25 игроков)","Убейте Малигоса в составе рейда из 20 игроков или менее в рейде на 25 игроков.",,-1
1958,"ruRU","Пахнет крысками!","Выудите Огромную крысу из канализации в Клоаке Даларана.",,-1
2091,"ruRU","Гладиатор","Заслужите звание гладиатора за сезон арены на 80-м уровне.",,-1
2785,"ruRU","Чемпион Луносвета","Заслужите право представлять Луносвет на Серебряном турнире.",,-1
3058,"ruRU","Сердцеед (10 игроков)","Убейте Разрушителя XT-002 в рейде на 10 игроков после уничтожения его сердца.",,-1
3059,"ruRU","Сердцеед (25 игроков)","Убейте Разрушителя XT-002 в рейде на 25 игроков после уничтожения его сердца.",,-1
3258,"ruRU","Победы над Фрейей (Ульдуар, 25 игроков)","Победы над Фрейей (Ульдуар, 25 игроков)",,-1
4035,"ruRU","Убийства лорда Джараксуса (Испытание великого крестоносца, 25 игроков)","Убийства лорда Джараксуса (Испытание великого крестоносца, 25 игроков)",,-1
4601,"ruRU","Давненько я этого жду (10 игроков)","Позвольте эффекту мертвящей чумы суммироваться 30 раз на вашем персонаже и победите Короля-лича в рейде на 10 игроков.",,-1
4603,"ruRU","Слава рейдеру Ледяной Короны (25 игроков)","Получите все нижеперечисленные рейдовые достижения в рейде на 25 игроков.","Награда: Неуклонный ледяной покоритель",-1
4621,"ruRU","Давненько я этого жду (25 игроков)","Позвольте эффекту мертвящей чумы суммироваться 30 раз на вашем персонаже и победите Короля-лича в рейде на 25 игроков.",,-1
4656,"ruRU","Убийства Леди Смертный Шепот (героич., 25 игроков)","Убийства Леди Смертный Шепот (героич., 25 игроков)",,-1
614,"ruRU","За Альянс!","Убейте предводителей Орды.","Награда: черный боевой медведь",-1
675,"ruRU","Темный лабиринт (героич.)","Убейте Бормотуна в героическом режиме.",,-1
687,"ruRU","Храм Ан'Киража","Убейте К'Туна.",,-1
868,"ruRU","Остров Кель'Данас","Исследуйте Остров Кель'Данас, открыв все его области на карте.",,-1
1174,"ruRU","Повелитель арены","Добейтесь указанных ниже достижений на Арене.","Наградное звание: Повелитель арены",-1
1248,"ruRU","Море друзей","Соберите 25 различных питомцев.",,-1
1361,"ruRU","Убийства Ануб'Рекана (Наксрамас, 10 игроков)","Убийства Ануб'Рекана (Наксрамас, 10 игроков)",,-1
1417,"ruRU","1-й на сервере! Великий мастер наложения чар","Первый персонаж на сервере, повысивший значение навыка наложения чар до 450.",,-1
1862,"ruRU","Скорая расправа над Волажем","Убейте глашатая Волажа в Ан'кахете в героическом режиме за 2 минуты или еще быстрее.",,-1
2148,"ruRU","В назидание потомкам (10 игроков)","Нанесите смертельный удар Потомку Вечности в рейде на 10 игроков, стоя на парящем диске.",,-1
2149,"ruRU","В назидание потомкам (25 игроков)","Нанесите смертельный удар Потомку Вечности в рейде на 25 игроков, стоя на парящем диске.",,-1
