872;"Entered email is not equal to registration email, check input";"Введенный адрес электронной почты не совпадает с регистрационным адресом электронной почты, проверьте ввод"
873;"The new emails do not match";"Новые электронные письма не совпадают"
874;"The email was changed";"Электронная почта была изменена"
875;"Your email can't be longer than 64 characters, email not changed!";"Ваш адрес электронной почты не может быть длиннее 64 символов, адрес электронной почты не изменен!"
876;"Email not changed (unknown error)!";"Электронная почта не изменена (неизвестная ошибка)!"
877;"Email change unnecessary, new email is equal to old email";"Изменение электронной почты не требуется, новая электронная почта равна старой электронной почте"
878;"Your email is: {}";"Ваш адрес электронной почты: {}"
879;"¦ Registration Email: {} - Email: {}";"¦ Электронная почта для регистрации: {} - Электронная почта: {}"
880;"Security Level: {}";"Уровень безопасности: {}"
881;"You require an email to change your password.";"Для смены пароля требуется электронная почта."
882;"To enter, you must complete the following quest(s):";"Для участия необходимо выполнить следующие квесты:"
883;"To enter, you must complete the following achievement(s):";"Для участия необходимо выполнить следующие достижения:"
884;"To enter, you must have the following item(s) in your inventory:";"Для участия в инвентаре у вас должны быть следующие предметы:"
885;"- Note:";"- Примечание:"
886;"You cannot enter. Access requirements not met.";"Вы не можете войти. Требования к доступу не соблюдены."
887;"To be able to enter, your equipment's average item level must be superior or equal to {}. Your current equipment's average ilevel is: {}.";"Чтобы иметь возможность войти, средний уровень вашего снаряжения должен быть выше или равен {}. Средний уровень вашего текущего снаряжения: {}."
888;"You must be below level {} to enter.";"Вы должны быть ниже уровня {}, чтобы войти."
889;"To enter, the group leader ({}) must have completed the following quest(s):";"Чтобы войти, лидер группы ({}) должен выполнить следующие квесты:"
890;"To enter, the group leader ({}) must have completed the following achievement(s):";"Чтобы принять участие, лидер группы ({}) должен выполнить следующие достижения:"
891;"To enter, the group leader ({}) must have the following item(s) in his/her inventory:";"Чтобы войти, лидер группы ({}) должен иметь в своем инвентаре следующие предметы:"
1000;"Exiting daemon...";"Выход из демона..."
1001;"Account deleted: {}";"Аккаунт удален: {}"
1002;"Account {} NOT deleted (probably sql file format was updated)";"Аккаунт {} НЕ удален (возможно, формат файла sql был обновлен)"
1003;"Account {} NOT deleted (unknown error)";"Аккаунт {} НЕ удален (неизвестная ошибка)"
1004;"Account created: {}";"Аккаунт создан: {}"
1005;"Account name can't be longer than 20 characters (client limit), account not created!";"Имя учетной записи не может быть длиннее 20 символов (ограничение клиента), учетная запись не создана!"
1006;"Account with this name already exist!";"Аккаунт с таким именем уже существует!"
1007;"Account {} NOT created (probably sql file format was updated)";"Аккаунт {} НЕ создан (возможно, формат файла sql был обновлен)"
1008;"Account {} NOT created (unknown error)";"Аккаунт {} НЕ создан (неизвестная ошибка)"
1009;"Player {} (Guid: {}) Account {} (Id: {}) deleted.";"Учетная запись игрока {} (Guid: {}) {} (ID: {}) удалена."
1010;"-[         Account][   Character][             IP][Map][Zone][Exp][GMLev]-";"-[Аккаунт][Персонаж][IP][Карта][Зона][Exp][GMLev]-"
1011;"|<Error>        | {:>20} |<Error>          |<Er>| <Error>   |";"|<Ошибка> | {:>20} |<Ошибка> |<Er>| <Ошибка> |"
1012;"-==================================================================-";"-================================================ =================-"
1013;"-[{:>16}][{:>12}][{:>15}][{:>3}][{:>4}][{}][{}]-";"-[{:>16}][{:>12}][{:>15}][{:>3}][{:>4}][{}][{}]-"
1014;"No online players.";"Нет онлайн-игроков."
1015;"-======================== Characters Online =======================-";"-======================= Персонажи онлайн ======================= -"
1016;"| GUID       | Name                 | Account                      | Delete Date         |";"| GUID | Имя | Аккаунт | Дата удаления |"
1017;"| {:>10} | {:>20} | {:>15} ({:>10}) | {:>19} |";"| {:>10} | {:>20} | {:>15} ({:>10}) | {:>19} |"
1018;"==========================================================================================";"================================================== ========================================"
1019;"No characters found.";"Персонажи не найдены."
1020;"Restoring the following characters:";"Восстановление следующих персонажей:"
1021;"Deleting the following characters:";"Удаление следующих символов:"
1022;"ERROR: You can only assign a new name if you have only selected a single character!";"ОШИБКА: Вы можете назначить новое имя только в том случае, если вы выбрали только один символ!"
1023;"Character '{}' (GUID: {} Account {}) can't be restored: account not exist!";"Персонаж '{}' (GUID: {} Аккаунт {}) не может быть восстановлен: аккаунт не существует!"
1024;"Character '{}' (GUID: {} Account {}) can't be restored: account character list full!";"Персонаж '{}' (GUID: {} Аккаунт {}) не может быть восстановлен: список персонажей аккаунта заполнен!"
1025;"Character '{}' (GUID: {} Account {}) can't be restored: new name already used!";"Персонаж '{}' (GUID: {} Аккаунт {}) не может быть восстановлен: новое имя уже используется!"
1026;"GUID: {} Name: {} Account: {} ({}) Date: {}";"GUID: {} Имя: {} Учетная запись: {} ({}) Дата: {}"
1027;"SQL driver query logging enabled.";"Ведение журнала запросов драйвера SQL включено."
1028;"SQL driver query logging disabled.";"Ведение журнала запросов драйвера SQL отключено."
1031;"An account password can NOT be longer than 16 characters (client limit). Account NOT created.";"Пароль учетной записи НЕ может быть длиннее 16 символов (ограничение клиента). Аккаунт не создан."
1100;"Account {} (Id: {}) have up to {} expansion allowed now.";"В учетной записи {} (идентификатор: {}) разрешено расширение до {}."
1101;"Message of the day changed to: {}";"Сообщение дня изменено на: {}"
1102;"Message sent to {}: {}";"Сообщение отправлено {}: {}"
1103;"{} - {} {}";"{} - {} {}"
1104;"{} - {}";"{} - {}"
1105;"{} - {}";"{} - {}"
1106;"{} - {} {}";"{} - {} {}"
1107;"{} - {}";"{} - {}"
1108;"{} - {} {}";"{} - {} {}"
1109;"{} - {} {} {} {}";"{} - {} {} {} {}"
1110;"{} - {} X:{} Y:{} Z:{} MapId:{}";"{} - {} X:{} Y:{} Z:{} MapId:{}"
1111;"{} - {} X:{} Y:{} Z:{} MapId:{}";"{} - {} X:{} Y:{} Z:{} MapId:{}"
1112;"Failed to open file: {}";"Не удалось открыть файл: {}"
1113;"Account {} ({}) have max amount allowed characters (client limit)";"Аккаунт {} ({}) имеет максимально допустимое количество символов (ограничение клиента)"
1114;"Dump file have broken data!";"В файле дампа есть поврежденные данные!"
1115;"Invalid character name!";"Недопустимое имя персонажа!"
1116;"Invalid character guid!";"Неверный гайд по персонажу!"
1117;"Character guid {} in use!";"Указатель символа {} используется!"
1118;"{} - guild: {} (guid: {}) {}";"{} - гильдия: {} (руководство: {}) {}"
1119;"You must use male or female as gender.";"Вы должны использовать мужской или женский пол в качестве пола."
1120;"You change gender of {} to {}.";"Вы меняете пол {} на {}."
1121;"Your gender changed to {} by {}.";"Ваш пол изменился на {} {}."
1122;"({}/{} +perm {} +temp {})";"({}/{} +постоянный {} +временной {})"
1123;"Not pet found";"Не найден питомец"
1124;"Wrong pet type";"Неверный тип питомца"
1125;"Your pet learned all talents";"Ваш питомец изучил все таланты"
1126;"Your pet talents have been reset.";"Таланты вашего питомца были сброшены."
1127;"Talents of {}'s pet reset.";"Таланты питомца {} сброшены."
1128;"{} - |cffffffff|Htaxinode:{}|h[{} {}]|h|r (Map:{} X:{} Y:{} Z:{})";"{} - |cffffffff|Htaxinode:{}|h[{} {}]|h|r (Map:{} X:{} Y:{} Z:{})"
1129;"{} - {} {} (Map:{} X:{} Y:{} Z:{})";"{} - {} {} (Карта: {} X: {} Y: {} Z: {})"
1130;"Can't dump deleted characters,aborting.";"Не удается сбросить удаленные символы, прерывание."
1131;"The following characters match your query:";"Вашему запросу соответствуют следующие символы:"
1132;"Currently Banned Characters:";"В настоящее время запрещенные персонажи:"
1133;"|   Character   |   BanDate    |   UnbanDate  |  Banned By    |   Ban Reason  |";"| Персонаж | БанДате | UnbanDate | Запрещен | Причина бана |"
1134;"Sending tickets is allowed.";"Отправка билетов разрешена."
1135;"Sending tickets is not allowed.";"Отправка билетов не допускается."
1136;"Character {} has never been banned!";"Персонаж {} никогда не был забанен!"
1137;"Dev mode is ON";"Режим разработки включен"
1138;"Dev mode is OFF";"Режим разработки выключен"
1139;"Follow player {} (lowguid {})";"Следить за игроком {} (lowguid {})"
1140;"Follow creature {} (lowguid {})";"Следовать за существом {} (lowguid {})"
1141;"Follow <NULL>";"Следовать <NULL>"
1142;"Effect movement";"Эффект движения"
1143;"Target's moveFlags: {}, moveFlagsExtra: {}.";"MoveFlags цели: {}, moveFlagsExtra: {}."
1144;"Target's moveFlags set to: {}, moveFlagsExtra to: {}";"Для moveFlags цели установлено значение: {}, для moveFlagsExtra значение: {}"
1145;"{} is already in a group!";"{} уже в группе!"
1146;"{} joined {}'s group.";"{} присоединился к группе {}."
1147;"{} is not in a group!";"{} не состоит в группе!"
1148;"Group is full!";"Группа заполнена!"
1149;"Group type: {} and consists of {} players.";"Тип группы: {} и состоит из {} игроков."
1150;"Name: {} ({}), Zone: {}, Phase: {}, GUID: {}, Flags: {}, Roles: {}";"Имя: {} ({}), Зона: {}, Фаза: {}, GUID: {}, Флаги: {}, Роли: {}"
1151;"Mail List Info: # of mails: {}, Player: {}({})";"Информация о списке рассылки: количество писем: {}, игрок: {}({})"
1152;"Mail Id: {} Title: ""{}"" Money: {}g{}s{}c";" Почтовый идентификатор: {} Заголовок: ""{}"" Деньги: {}g{}s{}c"
1153;"Sender: {}({}), Receiver: {}({})";"Отправитель: {}({}), Получатель: {}({})"
1154;"Time deliver: {}, Time expire: {}";"Время доставки: {}, Срок действия: {}"
1155;"Item: {}[Entry:{} Guid:{} Count:{}]";"Элемент: {}[Запись:{} Guid:{} Количество:{}]"
1156;"Mail List Info: No mail found for this character.";"Информация о списке рассылки: для этого персонажа почта не найдена."
1157;"All configs are reloaded from the configuration file(s).";"Все конфиги перезагружаются из файла(ов) конфигурации."
1158;"==========================================================";"================================================== ========"
1159;"|--------------------------------------------------------|";"|------------------------------------------------- -------|"
1160;"|            | Alliance |  Horde   | Neutral  |  Total   |";"| | Альянс | Орда | Нейтральный | Итого |"
1161;"Alliance/Horde/Neutral/Total";"Альянс/Орда/Нейтральные/Всего"
1162;"| {:<10} | {:>8} | {:>8} | {:>8} | {:>8} |";"| {:<10} | {:>8} | {:>8} | {:>8} | {:>8} |"
1163;"{:<10} = {:>6} / {:>6} / {:>6} / {:>6}";"{:<10} = {:>6} / {:>6} / {:>6} / {:>6}"
1164;"Count";"Считать"
1165;"Item Ratio";"Соотношение предметов"
1166;"|            | Alliance |   Horde  | Neutral  |  Amount  |";"| | Альянс | Орда | Нейтральный | Сумма |"
1167;"Alliance/Horde/Neutral/Amount";"Альянс/Орда/Нейтральный/Количество"
1168;"Gray";"Серый"
1169;"White";"Белый"
1170;"Green";"Зеленый"
1171;"Blue";"Синий"
1172;"Purple";"Пурпурный"
1173;"Orange";"Апельсин"
1174;"Yellow";"Желтый"
1175;"Amount of {} items is set to {}.";"Количество {} элементов установлено на {}."
1176;"Items ratio for {} is set to {}.";"Соотношение элементов для {} установлено на {}."
1177;"Displaying Guild Details for {} (Id: {})";"Отображение сведений о гильдии для {} (идентификатор: {})"
1178;"| Guild Master: {} (GUID: {})";"| Мастер гильдии: {} (GUID: {})"
1179;"| Guild Creation Date: {}";"| Дата создания гильдии: {}"
1180;"| Guild Members: {}";"| Члены гильдии: {}"
1181;"| Guild Bank: {} gold";"| Банк гильдии: {} золота"
1182;"| Guild MOTD: {}";"| Гильдия MOTD: {}"
1183;"| Guild Information: {}";"| Информация о гильдии: {}"
1200;"You try to view cinematic {} but it doesn't exist.";"Вы пытаетесь просмотреть кинематографический {}, но он не существует."
1201;"You try to view movie {} but it doesn't exist.";"Вы пытаетесь просмотреть фильм {}, но он не существует."
1202;"Areatrigger debugging turned on.";"Отладка Areatrigger включена."
1203;"Areatrigger debugging turned off.";"Отладка Areatrigger отключена."
1204;"You have reached areatrigger {}.";"Вы достигли области триггера {}."
1300;"Alliance";"Альянс"
1301;"Horde";"Орда"
1302;"{} was destroyed by the {}!";"{} был уничтожен {}!"
1303;"The {} is under attack! If left unchecked, the {} will destroy it!";"{} находится под атакой! Если не отметить, {} уничтожит его!"
1304;"The {} was taken by the {}!";"{} был занят {}!"
1305;"The {} was taken by the {}!";"{} был занят {}!"
1306;"The {} was taken by the {}!";"{} был занят {}!"
1307;"The {} is under attack! If left unchecked, the {} will capture it!";"{} находится под атакой! Если флажок не установлен, {} захватит его!"
1308;"The {} has taken the {}! Its supplies will now be used for reinforcements!";"{} взял {}! Его припасы теперь будут использованы для подкрепления!"
1309;"Irondeep Mine";"Шахта Железных Глубин"
1310;"Coldtooth Mine";"Хладнозубая шахта"
1311;"Stormpike Aid Station";"Станция помощи Грозовой Вершине"
1312;"Dun Baldar South Bunker";"Южный бункер Дун Балдар"
1313;"Dun Baldar North Bunker";"Дун Балдар Северный бункер"
1314;"Stormpike Graveyard";"Кладбище Грозовой Вершины"
1315;"Icewing Bunker";"Бункер Ледокрыла"
1316;"Stonehearth Graveyard";"Кладбище Каменного Очага"
1317;"Stonehearth Bunker";"Бункер Стоунхарт"
1318;"Snowfall Graveyard";"Снежное кладбище"
1319;"Iceblood Tower";"Башня Ледяной Крови"
1320;"Iceblood Graveyard";"Кладбище ледяной крови"
1321;"Tower Point";"Тауэр Пойнт"
1322;"Frostwolf Graveyard";"Кладбище Северного Волка"
1323;"East Frostwolf Tower";"Восточная башня Снежного Волка"
1324;"West Frostwolf Tower";"Западная башня Снежного Волка"
1325;"Frostwolf Relief Hut";"Хижина Снежного Волка"
1331;"The Frostwolf General is Dead!";"Генерал Северного Волка мертв!"
1332;"The Stormpike General is Dead!";"Генерал Грозовой Вершины мертв!"
1334;"Your ticket has been closed.";"Ваш тикет закрыт."
1335;"You received a ticket response.";"Вы получили ответ на тикет."
1500;"Either:";"Либо:"
1501;"Or:";"Или же:"
1502;"Value '{}' is not valid for type {}.";"Значение '{}' недопустимо для типа {}."
1503;"Invalid UTF-8 sequences found in string.";"В строке обнаружены недопустимые последовательности UTF-8."
1504;"Provided link has invalid link data.";"Предоставленная ссылка содержит неверные данные ссылки."
1505;"Account '{}' does not exist.";"Пользователь не существует."
1506;"Account ID {} does not exist.";"Идентификатор учетной записи {} не существует."
1507;"{} does not exist.";"{} не существует."
1508;"Character '{}' does not exist.";"Символ '{}' не существует."
1509;"'{}' is not a valid character name.";"'{}' не является допустимым именем персонажа."
1510;"Achievement ID {} does not exist.";"Идентификатор достижения {} не существует."
1511;"Teleport location {} does not exist.";"Местоположение телепорта {} не существует."
1512;"Teleport location '{}' does not exist.";"Местоположение телепорта '{}' не существует."
1513;"Item ID {} does not exist.";"Идентификатор элемента {} не существует."
1514;"Spell ID {} does not exist.";"Идентификатор заклинания {} не существует."
1515;"Expected '{}', got '{}' instead.";" Ожидал '{}', вместо этого получил '{}'."
1516;"Quest ID {} does not exist";"ID квеста {} не существует"
2000;"|cff00ff00New ticket from|r|cffff00ff {}.|r |cff00ff00Ticket entry:|r|cffff00ff {}.|r";"|cff00ff00Новый билет от|r|cffff00ff {}.|r |cff00ff00Запись билета:|r|cffff00ff {}.|r"
2001;"|cff00ff00Character|r|cffff00ff {} |r|cff00ff00edited his/her ticket:|r|cffff00ff {}.|r";"|cff00ff00Character|r|cffff00ff {} |r|cff00ff00изменил свой билет:|r|cffff00ff {}.|r"
2002;"|cff00ff00Character|r|cffff00ff {} |r|cff00ff00abandoned ticket entry:|r|cffff00ff {}.|r";"|cff00ff00Character|r|cffff00ff {} |r|cff00ff00запись брошенного билета:|r|cffff00ff {}.|r"
2003;"|cff00ff00Closed by|r:|cff00ccff {}|r";"|cff00ff00Закрыто|r:|cff00ccff {}|r"
2004;"|cff00ff00Deleted by|r:|cff00ccff {}|r";"|cff00ff00Удалено пользователем|r:|cff00ccff {}|r"
2005;"Ticket not found.";"Билет не найден."
2006;"Please close ticket before deleting it permanently.";"Пожалуйста, закройте тикет, прежде чем удалить его навсегда."
2007;"Ticket {} is already assigned.";"Билет {} уже назначен."
2008;"{} Tickets succesfully reloaded from the database.";"{} Заявки успешно перезагружены из базы данных."
2009;"Showing list of open tickets.";"Отображение списка открытых тикетов."
2010;"Showing list of open tickets whose creator is online.";"Отображение списка открытых заявок, создатель которых онлайн."
2011;"Showing list of closed tickets.";"Отображение списка закрытых тикетов."
2012;"Invalid name specified. Name should be that of an online Gamemaster.";"Указано неверное имя. Имя должно быть именем онлайн-гейммастера."
2013;"This ticket is already assigned to yourself. To unassign use .ticket unassign {} and then reassign.";"Этот билет уже назначен вам. Чтобы отменить назначение, используйте .ticket unassign {}, а затем переназначьте."
2014;"Ticket {} is not assigned, you cannot unassign it.";"Билет {} не назначен, его нельзя отменить."
2015;"You cannot unassign tickets from staffmembers with a higher security level than yourself.";"Вы не можете отменить назначение заявок от сотрудников с более высоким уровнем безопасности, чем у вас."
2016;"Cannot close ticket {}, it is assigned to another GM.";"Невозможно закрыть заявку {}, она назначена другому GM."
2017;"|cffaaffaaTicket|r:|cffaaccff {}.|r";"|cffaaffaaБилет|r:|cffaaccff {}.|r"
2018;"|cff00ff00Created by|r:|cff00ccff {}|r";"|cff00ff00Создатель|r:|cff00ccff {}|r"
2019;"|cff00ff00Last change|r:|cff00ccff {} ago|r";"|cff00ff00Последнее изменение|r:|cff00ccff {} назад|r"
2020;"|cff00ff00Assigned to|r:|cff00ccff {}|r";"|cff00ff00Назначено|r:|cff00ccff {}|r"
2021;"|cff00ff00Unassigned by|r:|cff00ccff {}|r";"|cff00ff00Unassigned by|r:|cff00ccff {}|r"
2022;"|cff00ff00Ticket Message|r: [{}]|r";"|cff00ff00Сообщение заявки|r: [{}]|r"
2023;"|cff00ff00GM Comment|r: [{}]|r";"|cff00ff00GM Комментарий|r: [{}]|r"
2024;"|cff00ccff{}|r |cff00ff00Added comment|r: [{}]|r";"|cff00ccff{}|r |cff00ff00Добавленный комментарий|r: [{}]|r"
2025;"|cff00ff00Created|r:|cff00ccff {} ago|r";"|cff00ff00Создано|r:|cff00ccff {} назад|r"
2027;"There are pending open tickets, please close them first!";"Есть ожидающие открытые заявки, пожалуйста, сначала закройте их!"
2028;"All closed tickets were deleted and counter is reseted to |cffff00ff 1|r";"Все закрытые заявки были удалены, а счетчик сброшен на |cffff00ff 1|r"
2029;"|cff00ff00Ticket Response|r: [{}]|r";"|cff00ff00Ответ заявки|r: [{}]|r"
2030;"|cff00ff00Completed by|r:|cff00ccff {}|r";"|cff00ff00Выполнено|r:|cff00ccff {}|r"
5000;"You froze player {}.";"Вы заморозили игрока {}."
5001;"It might be amusing but no... you cant freeze yourself!";"Это может быть забавно, но нет... ты не можешь замерзнуть!"
5002;"Invalid input check the name of target.";"Неверный ввод, проверьте имя цели."
5003;"You unfroze player {}.";"Вы разморозили игрока {}."
5004;"There are no frozen players.";"Нет замороженных игроков."
5005;"Following players are frozen on the server:";"На сервере заморожены следующие игроки:"
5006;"- {}";"- {}"
5007;"You must be in a raid group to enter this instance.";"Вы должны быть в рейдовой группе, чтобы войти в этот инстанс."
5008;"This instance is closed.";"Этот экземпляр закрыт."
5009;"Sound {} Played to server";"Звук {} воспроизведен на сервере"
5010;"linkGUID: {}, Entry: {} ({})";"linkGUID: {}, запись: {} ({})"
5011;"You can't teleport self to self!";"Вы не можете телепортировать себя к себе!"
5012;"No maps found!";"Карты не найдены!"
5013;"[Continent]";"[Континент]"
5014;"[Instance]";"[Пример]"
5015;"[Battleground]";"[Поле боя]"
5016;"[Arena]";"[Арена]"
5017;"[Raid]";"[Рейд]"
5020;"Phasemask: {}";"Фазовая маска: {}"
5021;"Armor: {}";"Броня: {}"
5022;"Granting ownership to first person that joins the channel ""{}"": Enabled.";" Предоставление права собственности первому лицу, присоединившемуся к каналу ""{}"": включено."
5023;"Granting ownership to first person that joins the channel ""{}"": Disabled.";" Предоставление права собственности первому лицу, присоединившемуся к каналу ""{}"": отключено."
5024;"Entry: {}";"Вход: {}"
5025;"Type: {}";"Тип: {}"
5026;"DisplayID: {}";"DisplayID: {}"
5027;"Name: {}";"Имя: {}"
5028;"Lootid: {}";"Лутид: {}"
5029;"Result limit reached (max results: {})";"Достигнут лимит результатов (максимальное количество результатов: {})"
5031;"AIName: {} ScriptName: {}";"AIName: {} ScriptName: {}"
5032;"No battleground found!";"Поле боя не найдено!"
5033;"No achievement criteria found!";"Критерии достижения не найдены!"
5034;"No outdoor PvP found!";"PvP на открытом воздухе не найдено!"
5036;"EquipmentId: {} (Original: {}).";"EquipmentId: {} (Исходный вариант: {})."
5037;"MechanicImmuneMask: {}";"МеханикИммунеМаск: {}"
5038;"Unit Flags: {}";"Флаги юнитов: {}"
5039;"Console";"Приставка"
5040;"Character";"Персонаж"
5041;"Permanently";"Постоянно"
5042;"You are outdoors.";"Вы находитесь на открытом воздухе."
5043;"You are indoors.";"Вы находитесь в помещении."
5044;"no VMAP available for area info";"нет VMAP для информации о районе"
5045;"Map: {} | ID: {} | perm: {} | extended: {} | diff: {} | canReset: {} | TTR: {}";"Карта: {} | ID: {} | Пермь: {} | расширенный: {} | разница: {} | можно сбросить: {} | ТТР: {}"
5046;"Player binds: {}";"Привязка игрока: {}"
5047;"Group binds: {}";"Групповые привязки: {}"
5048;"Unbinding map: {} inst: {} perm: {} diff: {} canReset: {} TTR: {}";"Отвязка карты: {} inst: {} perm: {} diff: {} canReset: {} TTR: {}"
5049;"Instances unbound: {}";"Экземпляры несвязаны: {}"
5050;"Instances loaded: {}";"Загружено экземпляров: {}"
5051;"Players in instances: {}";"Игроки в инстансах: {}"
5052;"Instance saves: {}";"Экземпляры сохранены: {}"
5053;"Players bound: {}";"Связанные игроки: {}"
5054;"Groups bound: {}";"Связано с группами: {}"
5055;"Map is not a dungeon.";"Карта не подземелье."
5056;"Map has no instance data.";"Карта не имеет данных экземпляра."
5057;"Boss id {} state is now set to {} ({}).";"Состояние идентификатора босса {} теперь установлено на {} ({})."
5058;"Boss id {} state is {} ({}).";"Идентификатор босса {} в состоянии {} ({})."
5059;"Mutes for account: {}";"Отключение звука для учетной записи: {}"
5060;"No mutes for account: {}";"Нет отключения звука для учетной записи: {}"
5061;"Mute Date: {} Mutetime: {}. Author: {}. Reason: {}.";"Дата отключения звука: {} Время отключения звука: {}. Автор: {}. Причина: {}."
5062;"SpellSchoolImmuneMask: {}";"SpellSchoolImmuneMask: {}"
5063;"Displaying cached info for character:  |- Name: {} (Guid: {})  |- Account: {}  |- Class: {}  |- Race: {}  |- Gender: {}  |- Level: {}  |- Mail Count: {}  |- Guild: {}  |- Group ID: {}  |- ArenaTeam 2x2: {}  |- ArenaTeam 3x3: {}  |- ArenaTeam 5x5: {}";"Отображение кэшированной информации для персонажа: |- Имя: {} (Guid: {}) |- Учетная запись: {} |- Класс: {} |- Раса: {} |- Пол: {} |- Уровень: {} |- Количество писем: {} |- Гильдия: {} |- Идентификатор группы: {} |- ArenaTeam 2x2: {} |- ArenaTeam 3x3: {} |- ArenaTeam 5x5: {}"
5064;"Cached data for character {} ({}) has been cleared.";"Кэшированные данные для символа {} ({}) удалены."
5065;"Cached data for character {} ({}) has been refreshed.";"Кэшированные данные для символа {} ({}) обновлены."
5066;"Cache not found for character {}";"Кэш не найден для символа {}"
5067;"Quest {} ({}) added.";"Квест {} ({}) добавлен."
5068;"Quest {} ({}) not found in quest log.";"Квест {} ({}) не найден в журнале квестов."
5069;"The quest must be active and complete before rewarding";"Квест должен быть активным и завершенным, прежде чем вы получите вознаграждение."
5070;"The command is disabled by config";"Команда отключена конфигурацией"
5071;"The extendedcost entry provided does not exist.";"Предоставленная запись расширенной стоимости не существует."
5072;"Refunding {} ({}) would send the target over the honor points limit (limit: {}, current honor: {}, honor to be refunded: {}).";"Возврат {} ({}) приведет к тому, что цель превысит лимит очков чести (лимит: {}, текущая честь: {}, честь, подлежащая возврату: {})."
5073;"An attempt of refunding your item {} has failed because it would put you over the honor points limit.";"Попытка возмещения вашего предмета {} не удалась, так как это приведет к превышению лимита очков чести."
5074;"Item {} ({}) was refunded, restoring {} honor points.";"Предмет {} ({}) был возмещен с восстановлением {} очков чести."
5075;"Refunding {} ({}) would send the target over the arena points limit (limit: {}, current arena points: {}, arena points to be refunded: {}).";"Возврат {} ({}) приведет к тому, что цель превысит лимит очков арены (лимит: {}, текущие очки арены: {}, очки арены, подлежащие возврату: {})."
5076;"An attempt of refunding your item {} has failed because it would put you over the arena points limit.";"Попытка возмещения вашего предмета {} не удалась, так как это привело бы к превышению лимита очков арены."
5077;"Item {} ({}) was refunded, restoring {} arena points.";"Предмет {} ({}) был возвращен, восстанавливая {} очков арены."
5078;"Item not found in the character's inventory (bank included)";"Предмет не найден в инвентаре персонажа (включая банк)"
5079;"You must be at least level {} to disable autobroadcast messages.";"Вы должны иметь как минимум уровень {}, чтобы отключить автотрансляцию сообщений."
5080;"You are now receiving global {} messages.";"Теперь вы получаете глобальные {} сообщения."
5081;"You will no longer receive global {} messages.";"Вы больше не будете получать глобальные {} сообщения."
5082;"Incorrect syntax. Specify either 'starter' or 'ender'.";"Неправильный синтаксис. Укажите либо «стартер», либо «эндер»."
6604;"You cannot say, yell or emote until you become level {}.";"Вы не можете говорить, кричать или проявлять эмоции, пока не достигнете уровня {}."
6605;"You cannot whisper until you become level {}.";"Вы не можете шептать, пока не достигнете уровня {}."
6606;"You cannot write to channels until you become level {}.";"Вы не можете писать в каналы, пока не достигнете уровня {}."
6607;"You cannot use auction until you become level {}.";"Вы не можете использовать аукцион, пока не достигнете уровня {}."
6608;"You cannot write tickets until you become level {}.";"Вы не можете писать тикеты, пока не достигнете уровня {}."
6609;"You cannot trade until you become level {}.";"Вы не можете торговать, пока не достигнете уровня {}."
6610;"You cannot trade with characters lower than level {}.";"Вы не можете торговать с персонажами ниже уровня {}."
6611;"You cannot send mail until you become level {}.";"Вы не можете отправлять почту, пока не достигнете уровня {}."
6612;"You cannot send mail to characters lower than level {}.";"Вы не можете отправлять почту персонажам ниже уровня {}."
6613;"|cfff00000[GM Announcement]: {}|r";"|cfff00000[Объявление ГМ]: {}|r"
6614;"Notification to GM's -";"Уведомление для GM -"
6615;"|cffffff00[|c1f40af20GM Announce by|r |cffff0000{}|cffffff00]:|r {}|r";"|cffffff00[|c1f40af20GM Объявить |r |cffff0000{}|cffffff00]:|r {}|r"
6616;"Silence is ON for {}";"Тишина включена для {}"
6617;"No acore_string for id: {} found.";"Не найдена строка acore_string для идентификатора: {}."
7523;"WORLD: Denying connections.";"МИР: Отказ от подключений."
7524;"WORLD: Accepting connections.";"МИР: Прием подключений."
9980;"Player name: {}, State: {}, Dungeons: {} ({}), Roles: {}, Comment: {}";"Имя игрока: {}, Состояние: {}, Подземелья: {} ({}), Роли: {}, Комментарий: {}"
9981;"LfgGroup?: {}, State: {}, Dungeon: {}";"LfgGroup?: {}, Состояние: {}, Подземелье: {}"
9982;"Not in group";"Не в группе"
9983;"Queues cleared";"Очереди очищены"
9984;"Lfg options: {}";"Параметры ЛФГ: {}"
9985;"Lfg options changed";"Параметры ЛФГ изменены"
9986;"None";"Никто"
9987;"Role check";"Проверка роли"
9988;"Queued";"В очереди"
9989;"Proposal";"Предложение"
9990;"Vote kick";"Голосование"
9991;"In dungeon";"В подземелье"
9992;"Finished dungeon";"Готовое подземелье"
9993;"Raid browser";"Рейд-браузер"
9994;"Tank";"танк"
9995;"Healer";"Целитель"
9996;"Dps";"дпс"
9997;"Leader";"Лидер"
9998;"None";"Никто"
9999;"Error";"Ошибка"
10001;"The Horde has taken The Overlook!";"Орда захватила Оверлук!"
10002;"The Alliance has taken The Overlook!";"Альянс захватил Оверлук!"
10003;"The Horde has taken The Stadium!";"Орда захватила Стадион!"
10004;"The Alliance has taken The Stadium!";"Альянс захватил Стадион!"
10005;"The Horde has taken Broken Hill!";"Орда захватила Брокен-Хилл!"
10006;"The Alliance has taken Broken Hill!";"Альянс захватил Брокен-Хилл!"
10007;"The Horde lost The Overlook!";"Орда потеряла «Оверлук»!"
10008;"The Alliance lost The Overlook!";"Альянс потерял «Оверлук»!"
10009;"The Horde lost The Stadium!";"Орда потеряла Стадион!"
